Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,3,Cw,B,NA,NA,NA,NA,NA,NA,25.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,3,Cw,C,NA,NA,NA,NA,NA,NA,21.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,1,Cw,B,NA,NA,NA,NA,NA,NA,26,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,1,Cw,C,NA,NA,NA,NA,NA,NA,23.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,1,Cw,A,NA,NA,NA,NA,NA,NA,34.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,2,Fdi,C,6,19,17,15,26.1,25.6,23.3,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,2,Fdi,A,NA,NA,NA,NA,NA,NA,35.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,2,Fdi,B,5.2,18,NA,NA,25.6,25,19.9,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,3,Lw,B,NA,NA,NA,NA,NA,NA,22.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1823,3,Lw,A,9.6,42,32,24,23.1,21.8,19.6,0,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,1,Fdi,A,6.1,41,NA,NA,37.6,36.3,30.4,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,1,Fdi,C,NA,NA,NA,NA,NA,NA,20.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,1,Fdi,B,5.1,18,NA,NA,18.6,20.6,19.7,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,2,Lw,A,NA,NA,NA,NA,NA,NA,19.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,2,Lw,B,3,10,NA,NA,6.6,24.9,21.4,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,3,Cw,B,NA,NA,NA,NA,NA,NA,24.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,3,Cw,A,5.7,40,NA,NA,40.1,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1824,3,Cw,C,NA,NA,NA,NA,NA,NA,24.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,1,Fdi,B,NA,NA,NA,NA,NA,NA,20.9,3,NA,NA,NA,NA,Dead post 2016 assessment,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,1,Fdi,C,NA,NA,NA,NA,NA,NA,18.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,1,Fdi,A,NA,NA,NA,NA,NA,NA,32.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,2,Lw,A,NA,NA,NA,NA,NA,NA,15.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,2,Lw,B,NA,NA,NA,NA,NA,NA,21.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,3,Cw,B,NA,NA,NA,NA,NA,NA,23.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,3,Cw,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1825,3,Cw,A,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,1,Lw,A,NA,NA,NA,NA,NA,NA,15.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,1,Lw,B,5.6,23,NA,NA,22.5,17.6,19,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,2,Fdi,A,NA,NA,NA,NA,NA,NA,26.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,2,Fdi,B,NA,NA,NA,NA,NA,NA,22.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,2,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,3,Cw,C,NA,NA,NA,NA,NA,NA,23.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,3,Cw,A,6.1,31,NA,NA,35.3,NA,NA,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1826,3,Cw,B,NA,NA,NA,NA,NA,NA,29,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,1,Cw,A,NA,NA,NA,NA,NA,NA,32.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,1,Cw,C,NA,NA,NA,NA,NA,NA,30.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,1,Cw,B,NA,NA,NA,NA,NA,NA,26.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,2,Lw,B,NA,NA,NA,NA,NA,NA,19.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,2,Lw,A,5.1,19,16,14,14.7,15.1,13.5,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,3,Fdi,B,10.5,40,38,35,31.4,30.5,27.7,1,0,0,1,NA,chlorotic,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,3,Fdi,C,10.1,30,26,21,22.3,21.2,17,1,0,0,0,NA,chlorotic,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1827,3,Fdi,A,6.3,36,35,32,33.4,32.9,27.6,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,1,Fdi,B,NA,NA,NA,NA,NA,NA,16.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,1,Fdi,A,NA,NA,NA,NA,NA,NA,40.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,1,Fdi,C,6.2,20,19,NA,17.7,17.2,14.3,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,2,Cw,C,NA,NA,NA,NA,NA,NA,23.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,2,Cw,A,NA,NA,NA,NA,NA,NA,35,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,2,Cw,B,NA,NA,NA,NA,NA,NA,21.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,3,Lw,A,NA,NA,NA,NA,NA,NA,12.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1828,3,Lw,B,7.1,4,29,NA,30.7,26.8,24.2,0,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,1,Fdi,C,NA,NA,NA,NA,NA,NA,15.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,1,Fdi,A,7.8,41,37,NA,41.1,39.3,35,1,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,1,Fdi,B,6.6,24,21,NA,21.2,20.6,18.3,1,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,2,Cw,C,NA,NA,NA,NA,NA,NA,26.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,2,Cw,B,NA,NA,NA,NA,NA,NA,25.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,2,Cw,A,5.4,38,NA,NA,38.1,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,3,Lw,A,1.5,9,NA,NA,23.6,23.2,20.5,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1829,3,Lw,B,NA,NA,NA,NA,NA,NA,18.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,1,Fdi,C,NA,NA,NA,NA,20.9,17.8,14.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,1,Fdi,A,NA,NA,NA,NA,35.6,35.4,30.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,1,Fdi,B,6.4,30,NA,NA,27.3,26.9,21.1,2,0,0,2,NA,very few needles and branches,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,2,Lw,B,NA,NA,NA,NA,22.2,24.4,20.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,2,Lw,A,NA,NA,NA,NA,16.1,15.7,14.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,3,Cw,A,4.1,14,NA,NA,31.1,NA,NA,2,0,0,2,NA,top dieback,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,3,Cw,C,3.7,10,NA,NA,29.2,NA,NA,2,0,0,2,NA,top dieback,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1830,3,Cw,B,NA,NA,NA,NA,NA,NA,25.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,1,Cw,A,NA,NA,NA,NA,NA,NA,36.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,1,Cw,C,NA,NA,NA,NA,NA,NA,24.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,1,Cw,B,NA,NA,NA,NA,NA,NA,29.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,2,Fdi,A,5.8,39,NA,NA,38.4,33.7,33.4,2,0,0,1,NA,very few branches,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,2,Fdi,C,NA,NA,NA,NA,NA,NA,15.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,2,Fdi,B,4,27,NA,NA,26.4,25.2,20.5,2,0,0,2,NA,very few needles and branches,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,3,Lw,B,6.3,23,NA,NA,20.2,12.6,22.6,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1831,3,Lw,A,3.9,15,NA,NA,13.9,12.5,11.7,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,1,Lw,B,NA,NA,NA,NA,NA,NA,34.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,1,Lw,A,NA,NA,NA,NA,NA,NA,17.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,2,Fdi,A,9.2,40,NA,NA,37.3,36.1,30.8,1,1,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,2,Fdi,C,9.3,17,NA,NA,15.5,17.7,16.9,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,2,Fdi,B,8.9,22,NA,NA,18.5,17.2,14.7,1,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,3,Cw,A,5.9,41,NA,NA,41.1,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,3,Cw,C,4.7,35,NA,NA,34.5,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1832,3,Cw,B,NA,NA,NA,NA,NA,NA,25.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,1,Fdi,C,10.1,38,34,31,27.1,24.2,19.3,1,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,1,Fdi,B,NA,NA,NA,NA,NA,NA,21.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,1,Fdi,A,NA,NA,NA,NA,NA,NA,33.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,2,Lw,B,NA,NA,NA,NA,NA,NA,23.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,2,Lw,A,6.1,20,NA,NA,13.9,14.2,13.9,1,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,3,Cw,A,8.1,40,NA,NA,36.6,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,3,Cw,B,NA,NA,NA,NA,NA,NA,29.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1833,3,Cw,C,4.8,27,NA,NA,30.9,NA,NA,2,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,1,Cw,A,NA,NA,NA,NA,NA,NA,31,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,1,Cw,B,5.1,32,NA,NA,32.7,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,1,Cw,C,NA,NA,NA,NA,NA,NA,28.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,2,Fdi,C,NA,NA,NA,NA,NA,NA,19.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,2,Fdi,A,11,43,39,35,35,31.2,28,0,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,2,Fdi,B,7.8,28,24,20,20.5,20.2,19,0,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,3,Lw,B,NA,NA,NA,NA,NA,NA,27.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1834,3,Lw,A,NA,NA,NA,NA,NA,NA,17.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,1,Lw,A,NA,NA,NA,NA,NA,NA,20.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,1,Lw,B,2.6,14,NA,NA,11.5,30.5,24.5,2,0,0,2,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,2,Fdi,B,NA,NA,NA,NA,NA,NA,19,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,2,Fdi,A,8.8,36,32,29,30.3,29,23.7,1,1,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,2,Fdi,C,9.3,35,29,23,24.2,23.5,18,0,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,3,Cw,C,NA,NA,NA,NA,NA,NA,28,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,3,Cw,B,6.2,30,NA,NA,29.8,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1835,3,Cw,A,NA,NA,NA,NA,NA,NA,22.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,1,Fdi,B,NA,NA,NA,NA,NA,NA,16.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,1,Fdi,C,7.8,24,21,19,17.2,16.5,13.3,0,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,1,Fdi,A,8.6,37,NA,NA,37.5,32.8,40,1,0,0,1,NA,dead leader,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,2,Lw,B,6.7,54,46,27,17,31,24.1,0,0,0,1,NA,two stems,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,2,Lw,A,8,31,22,18,20,19.7,19,0,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,3,Cw,C,NA,NA,NA,NA,NA,NA,23,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,3,Cw,A,NA,NA,NA,NA,NA,NA,29,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1836,3,Cw,B,NA,NA,NA,NA,NA,NA,28,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,1,Lw,A,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,1,Lw,B,9.6,38,32,28,29.8,29.9,24,0,0,0,1,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,2,Fdi,A,12,49,46,44,42,41.5,37.5,0,0,0,1,NA,improved but has top fork,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,2,Fdi,C,7.4,24,20,17,16.5,16,13.5,0,0,0,1,NA,"green, minor fork",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,2,Fdi,B,8.8,28,26,23,22,20.5,17.2,1,0,0,1,NA,chlorotic,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,3,Cw,A,NA,NA,NA,NA,NA,NA,23,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,3,Cw,C,5.6,32,NA,NA,33,NA,NA,2,0,0,1,NA,orange foliage,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1837,3,Cw,B,NA,NA,NA,NA,NA,NA,16,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,1,Cw,C,3.6,22,NA,NA,NA,28.4,24.8,2,0,0,2,NA,"dead top, few needles (orange)",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,1,Cw,A,5.4,21,NA,NA,29,NA,NA,2,0,0,2,NA,"dead top, orange foliage, dying",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,1,Cw,B,NA,NA,NA,NA,NA,NA,20,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,2,Fdi,C,7.1,25,24,22,18.5,17.5,14,1,0,0,1,NA,"fork 2013, few branches",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,2,Fdi,A,5.9,11,10,NA,9,34.5,30,2,0,0,2,NA,"dead leader 2014, 1 live lat at base",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,2,Fdi,B,10.5,29.5,26,24.5,21.2,20.8,18.5,0,0,0,1,NA,"improved health, 1 dominant 2016 fork",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,3,Lw,A,NA,NA,NA,NA,NA,NA,16.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1838,3,Lw,B,3.4,15,NA,NA,14.5,32,31,2,1,0,2,NA,shrubby,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,1,Cw,A,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,1,Cw,B,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,1,Cw,C,NA,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,2,Lw,A,13.5,13,NA,NA,10.5,11,10.5,2,0,0,1,NA,"1/2 buried in ant stump, forked, poor overall",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,2,Lw,B,NA,NA,NA,NA,NA,NA,27.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,3,Fdi,C,NA,NA,NA,NA,NA,NA,16,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,3,Fdi,B,NA,NA,NA,NA,NA,NA,20.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1839,3,Fdi,A,10,51,48,44,42,43,38.7,1,1,0,1,NA,"1 lateral now dominant, chlorotic tree",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,1,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,1,Lw,B,5.2,37,34,30,27.5,23.5,23.5,0,0,0,0,NA,"improved growth, 1 dominant leader",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,2,Cw,B,NA,NA,NA,NA,NA,NA,21,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,2,Cw,A,6.1,39,NA,NA,39,NA,NA,2,0,0,0,NA,"no growth, orange foliage",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,2,Cw,C,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,3,Fdi,A,7.1,44,43,NA,41.8,40,34.2,2,0,0,2,NA,"top forked, chlorotic, few needles, poor form and health",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,3,Fdi,C,6,23,21.5,20,19,18.5,13.8,1,0,0,0,NA,less chlorotic,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1840,3,Fdi,B,NA,NA,NA,NA,NA,NA,18.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,1,Fdi,B,NA,NA,NA,NA,NA,NA,18.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,1,Fdi,C,NA,NA,NA,NA,NA,NA,20.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,1,Fdi,A,NA,NA,NA,NA,NA,NA,42,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,2,Cw,B,6,37,NA,NA,29.7,NA,NA,1,0,0,1,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,2,Cw,C,NA,NA,NA,NA,NA,NA,34.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,2,Cw,A,NA,NA,NA,NA,NA,NA,25.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1861,3,Lw,A,NA,NA,NA,NA,NA,NA,7.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,1,Fdi,C,NA,NA,NA,NA,NA,NA,13.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,1,Fdi,B,NA,NA,NA,NA,NA,NA,25.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,1,Fdi,A,14.9,60,49,42,39.5,37.2,33.4,1,0,0,0,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,2,Lw,B,NA,NA,NA,NA,NA,NA,18.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,2,Lw,A,NA,NA,NA,NA,NA,NA,28.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,3,Cw,C,NA,NA,NA,NA,NA,NA,23.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,3,Cw,B,NA,NA,NA,NA,NA,NA,23.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1862,3,Cw,A,NA,NA,NA,NA,29.4,NA,NA,3,NA,NA,NA,NA,"dead, post 2016 assessment",2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,1,Fdi,B,NA,NA,NA,NA,NA,NA,20.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,1,Fdi,C,NA,NA,NA,NA,NA,NA,21.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,1,Fdi,A,13.8,76,65,57,52.8,48.6,38.4,0,0,0,0,0,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,2,Cw,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,2,Cw,A,NA,NA,NA,NA,NA,NA,25.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,2,Cw,B,NA,NA,NA,NA,NA,NA,31.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,3,Lw,B,NA,NA,NA,NA,NA,NA,29.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1863,3,Lw,A,NA,NA,NA,NA,NA,NA,11.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1864,1,Cw,B,NA,NA,NA,NA,NA,NA,22.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1864,1,Cw,A,NA,NA,NA,NA,NA,NA,25.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1864,1,Cw,C,NA,NA,NA,NA,NA,NA,26.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1864,2,Fdi,A,NA,NA,NA,NA,NA,NA,38.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SM,3,SBSwk1,0.969916667,3,1864,2,Fdi,C,14,47,34,27,26.2,24.3,19.1,0,0,0,1,NA,NA,2018
